STUDENT_ID,GENDER,PLACEMENT,HONOR_OPTED_OR_NOT,EDUCATION_TYPE,ACADEMIC_PROGRAM,COURSE 1 MARKS,COURSE 2 MARKS,COURSE 3 MARKS,COURSE 4 MARKS,COURSE 5 MARKS,PERCENTILE,OVEARLL_GRADE
SB11201220469172,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,99,71,61,79,66,87,FIRST CLASS
SB11201220469225,M,Yes,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,81,38,63,44,95,73,FIRST CLASS
SB11201220469228,M,No,No,TECHNICAL,CHEMICAL ENGINEERING,92,74,69,48,47,74,DISTINCTION
SB11201220469290,M,Yes,Yes,TECHNICAL,ELECTRONIC ENGINEERING,79,18,71,56,94,71,FIRST CLASS
SB11201220470127,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,99,84,65,71,81,89,THIRD CLASS
SB11201220470289,M,No,Yes,ACADEMIC,ELECTRIC ENGINEERING,73,58,82,83,64,80,FIRST CLASS
SB11201220470474,M,No,No,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,73,87,46,72,5,60,FIRST CLASS
SB11201220470540,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,96,91,29,86,28,79,FIRST CLASS
SB11201220470679,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,70,3,37,32,63,33,FIRST CLASS
SB11201220470841,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,29,4,3,44,25,9,FIRST CLASS
SB11201220471378,M,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,54,59,63,44,31,53,FIRST CLASS
SB11201220471425,F,Yes,Yes,TECHNICAL/ACADEMIC,CATASTRAL ENGINEERING AND GEODESY,76,61,75,71,61,76,FIRST CLASS
SB11201220471493,M,Yes,Yes,TECHNICAL/ACADEMIC,TOPOGRAPHIC ENGINEERY,100,98,29,22,44,79,FIRST CLASS
SB11201220471700,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,32,13,5,58,20,15,FIRST CLASS
SB11201220471710,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,84,55,49,41,68,65,FIRST CLASS
SB11201220471733,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,52,8,59,91,45,55,THIRD CLASS
SB11201220471896,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,42,29,26,63,48,38,FIRST CLASS
SB11201220472016,F,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,82,66,92,92,91,93,THIRD CLASS
SB11201220472067,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,91,34,69,80,73,78,FIRST CLASS
SB11201220472071,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,78,28,80,54,13,54,FIRST CLASS
SB11201220472521,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,36,33,9,7,51,17,FIRST CLASS
SB11201220472534,M,Yes,No,ACADEMIC,CIVIL ENGINEERING,38,27,9,66,5,18,FIRST CLASS
SB11201220472598,F,No,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,94,72,79,71,20,78,FIRST CLASS
SB11201220472600,M,No,Yes,ACADEMIC,CIVIL ENGINEERING,93,84,82,38,99,91,FIRST CLASS
SB11201220472676,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,72,6,45,47,10,27,SECOND CLASS
SB11201220473154,F,No,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,36,32,56,76,56,53,THIRD CLASS
SB11201220473182,F,No,No,ACADEMIC,CIVIL ENGINEERING,59,48,16,28,6,22,FIRST CLASS
SB11201220473297,M,Yes,No,ACADEMIC,CIVIL ENGINEERING,40,35,20,56,83,46,FIRST CLASS
SB11201220473298,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,49,52,21,15,60,36,FIRST CLASS
SB11201220473370,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,67,33,7,63,7,25,FIRST CLASS
SB11201220473474,M,No,No,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,67,83,71,66,84,81,FIRST CLASS
SB11201220473625,M,Yes,No,TECHNICAL,MECHANICAL ENGINEERING,60,86,38,64,94,78,THIRD CLASS
SB11201220473648,F,Yes,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,69,57,43,2,94,53,THIRD CLASS
SB11201220473681,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,95,72,74,60,58,80,FIRST CLASS
SB11201220473716,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,46,16,63,30,74,46,FIRST CLASS
SB11201220473730,F,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,76,51,61,56,46,62,FIRST CLASS
SB11201220473839,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,39,3,19,20,33,13,FIRST CLASS
SB11201220473850,M,Yes,Yes,TECHNICAL,CIVIL ENGINEERING,99,79,65,57,0,40,THIRD CLASS
SB11201220474059,M,Yes,Yes,TECHNICAL,MECHANICAL ENGINEERING,84,64,51,32,42,59,THIRD CLASS
SB11201220474067,M,Yes,Yes,TECHNICAL,MECHANICAL ENGINEERING,96,61,81,87,37,84,THIRD CLASS
SB11201220474305,M,No,No,ACADEMIC,CIVIL ENGINEERING,80,73,49,76,25,68,SECOND CLASS
SB11201220474579,F,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,81,86,53,56,6,60,FIRST CLASS
SB11201220474820,F,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,93,52,79,43,64,75,SECOND CLASS
SB11201220475053,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,94,94,43,87,36,84,FIRST CLASS
SB11201220475075,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,99,87,94,84,63,94,FIRST CLASS
SB11201220475602,F,No,No,ACADEMIC,CIVIL ENGINEERING,76,35,74,70,10,56,FIRST CLASS
SB11201220475616,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,74,56,82,7,0,13,FIRST CLASS
SB11201220475862,M,No,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,86,65,68,64,35,71,FIRST CLASS
SB11201220475969,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,21,63,51,62,19,42,FIRST CLASS
SB11201220476094,M,No,Yes,TECHNICAL/ACADEMIC,ELECTRIC ENGINEERING,58,70,62,53,95,76,FIRST CLASS
SB11201220476158,M,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,90,91,63,34,17,69,FIRST CLASS
SB11201220476734,M,No,Yes,ACADEMIC,ELECTRONIC ENGINEERING,82,99,88,99,15,93,FIRST CLASS
SB11201220476764,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,95,99,79,83,97,97,FIRST CLASS
SB11201220477041,M,Yes,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,71,58,66,23,43,56,FIRST CLASS
SB11201220477158,M,Yes,Yes,ACADEMIC,CATASTRAL ENGINEERING AND GEODESY,97,82,99,71,52,91,FIRST CLASS
SB11201220477595,M,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,84,10,2,64,26,25,FIRST CLASS
SB11201220477637,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,72,74,13,40,85,60,FIRST CLASS
SB11201220477664,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,71,66,82,87,20,76,FIRST CLASS
SB11201220477675,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,35,49,46,9,59,36,FIRST CLASS
SB11201220477694,M,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,95,51,80,61,30,73,THIRD CLASS
SB11201220477772,M,No,No,TECHNICAL/ACADEMIC,PRODUCTION ENGINEERING,96,78,77,82,76,90,FIRST CLASS
SB11201220477957,F,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,84,14,7,7,63,25,THIRD CLASS
SB11201220478142,M,No,Yes,ACADEMIC,ELECTRONIC ENGINEERING,93,72,56,8,47,61,FIRST CLASS
SB11201220478415,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,86,96,80,29,57,80,FIRST CLASS
SB11201220478466,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,60,78,81,43,27,65,FIRST CLASS
SB11201220478549,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,98,5,90,89,83,85,FIRST CLASS
SB11201220478621,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,55,35,3,21,55,22,FIRST CLASS
SB11201220478670,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,62,26,37,75,5,36,SECOND CLASS
SB11201220478691,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,100,94,87,94,26,95,FIRST CLASS
SB11201220478840,F,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,58,47,14,31,10,24,FIRST CLASS
SB11201220478841,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,70,62,58,11,27,47,FIRST CLASS
SB11201220478940,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,90,84,82,81,88,92,FIRST CLASS
SB11201220479158,M,No,Yes,ACADEMIC,ELECTRIC ENGINEERING,98,82,84,65,58,87,FIRST CLASS
SB11201220479179,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,69,16,28,43,62,41,FIRST CLASS
SB11201220479317,F,No,Yes,ACADEMIC,CHEMICAL ENGINEERING,95,79,91,75,82,92,THIRD CLASS
SB11201220479376,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,86,96,81,42,23,78,FIRST CLASS
SB11201220479385,M,No,Yes,ACADEMIC,ELECTRONIC ENGINEERING,93,43,18,59,62,58,FIRST CLASS
SB11201220479496,M,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,77,34,70,53,25,56,FIRST CLASS
SB11201220479646,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,18,22,16,79,98,52,FIRST CLASS
SB11201220479740,M,No,Yes,ACADEMIC,ELECTRONIC ENGINEERING,33,20,16,67,65,35,DISTINCTION
SB11201220480015,M,No,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,48,45,32,17,59,37,FIRST CLASS
SB11201220480896,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,52,86,81,59,78,79,FIRST CLASS
SB11201220480913,F,No,Yes,TECHNICAL/ACADEMIC,CHEMICAL ENGINEERING,67,59,69,76,80,78,FIRST CLASS
SB11201220481042,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,98,89,55,72,91,91,FIRST CLASS
SB11201220481052,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,71,14,6,62,41,30,FIRST CLASS
SB11201220481491,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,77,65,55,67,24,64,FIRST CLASS
SB11201220481925,M,No,Yes,ACADEMIC,CONTROL ENGINEERING,74,87,75,68,43,77,FIRST CLASS
SB11201220482077,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,91,54,56,68,31,68,SECOND CLASS
SB11201220482206,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,100,89,84,81,47,93,FIRST CLASS
SB11201220482223,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,55,35,52,66,69,59,FIRST CLASS
SB11201220482681,F,Yes,Yes,ACADEMIC,TOPOGRAPHIC ENGINEERY,84,92,96,73,8,82,FIRST CLASS
SB11201220482707,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,78,23,47,51,51,50,FIRST CLASS
SB11201220483326,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,92,63,52,88,87,86,SECOND CLASS
SB11201220483524,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,99,72,89,86,100,98,FIRST CLASS
SB11201220483731,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,78,29,27,13,69,42,FIRST CLASS
SB11201220484541,M,Yes,Yes,TECHNICAL,ELECTRIC ENGINEERING,99,61,9,15,54,51,FIRST CLASS
SB11201220485189,M,No,No,TECHNICAL,MECHANICAL ENGINEERING,75,83,16,52,75,65,FIRST CLASS
SB11201220485243,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,97,95,92,86,97,98,FIRST CLASS
SB11201220485384,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,57,85,63,84,68,80,FIRST CLASS
SB11201220485434,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,85,60,79,82,0,36,FIRST CLASS
SB11201220485458,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,64,71,77,94,98,92,THIRD CLASS
SB11201220485833,F,No,No,TECHNICAL/ACADEMIC,TRANSPORTATION AND ROAD ENGINEERING,88,67,58,51,63,72,DISTINCTION
SB11201220485902,M,Yes,Yes,TECHNICAL/ACADEMIC,ELECTRIC ENGINEERING AND TELECOMMUNICATIONS,57,28,55,75,93,70,FIRST CLASS
SB11201220485923,F,No,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,24,40,35,45,97,53,FIRST CLASS
SB11201220486208,F,Yes,No,TECHNICAL/ACADEMIC,CHEMICAL ENGINEERING,94,72,87,58,64,84,FIRST CLASS
SB11201220486366,F,Yes,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,88,79,91,85,60,89,FIRST CLASS
SB11201220486435,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,100,88,93,93,95,99,FIRST CLASS
SB11201220486543,F,No,No,TECHNICAL,CIVIL ENGINEERING,81,26,26,28,72,46,FIRST CLASS
SB11201220486562,F,Yes,No,TECHNICAL,INDUSTRIAL ENGINEERING,83,78,80,49,8,65,SECOND CLASS
SB11201220486846,F,No,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,62,17,8,12,49,19,DISTINCTION
SB11201220487024,M,Yes,Yes,TECHNICAL,CIVIL ENGINEERING,94,66,86,24,63,77,FIRST CLASS
SB11201220487068,F,Yes,Yes,ACADEMIC,CONTROL ENGINEERING,100,52,59,71,85,87,FIRST CLASS
SB11201220487405,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,72,83,67,70,19,70,FIRST CLASS
SB11201220487415,M,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,93,62,48,74,60,75,FIRST CLASS
SB11201220487977,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,100,99,82,90,59,97,FIRST CLASS
SB11201220488008,F,Yes,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,44,64,56,16,42,44,FIRST CLASS
SB11201220488049,F,Yes,Yes,ACADEMIC,ELECTRIC ENGINEERING,81,33,60,41,66,60,FIRST CLASS
SB11201220488712,F,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,69,60,59,67,7,54,FIRST CLASS
SB11201220489072,M,Yes,Yes,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,99,99,85,78,70,96,THIRD CLASS
SB11201220490046,M,Yes,Yes,ACADEMIC,ELECTRIC ENGINEERING,50,15,45,16,48,29,FIRST CLASS
SB11201220490495,M,Yes,Yes,TECHNICAL,MECHANICAL ENGINEERING,43,25,39,50,49,37,FIRST CLASS
SB11201220491072,M,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,73,54,61,84,36,70,SECOND CLASS
SB11201220491417,M,No,Yes,TECHNICAL,CIVIL ENGINEERING,49,4,2,45,26,11,DISTINCTION
SB11201220491591,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,100,87,20,94,69,97,FIRST CLASS
SB11201220491683,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,85,36,4,54,44,38,FIRST CLASS
SB11201220491711,F,No,No,TECHNICAL,CIVIL ENGINEERING,92,45,14,75,79,67,FIRST CLASS
SB11201220491730,M,Yes,Yes,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,48,11,25,12,2,9,FIRST CLASS
SB11201220491744,F,Yes,Yes,ACADEMIC,CHEMICAL ENGINEERING,97,43,66,86,95,89,THIRD CLASS
SB11201220491960,M,Yes,Yes,TECHNICAL,CIVIL ENGINEERING,100,90,84,60,0,55,DISTINCTION
SB11201220491998,M,Yes,Yes,TECHNICAL,ELECTRONIC ENGINEERING,91,48,1,1,38,2,FIRST CLASS
SB11201220492011,M,Yes,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,47,1,19,46,8,9,FIRST CLASS
SB11201220492205,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,88,76,71,28,7,58,DISTINCTION
SB11201220492217,F,No,Yes,ACADEMIC,CIVIL ENGINEERING,60,37,28,16,62,38,FIRST CLASS
SB11201220492296,M,No,Yes,ACADEMIC,ELECTRIC ENGINEERING,82,88,89,76,19,82,FIRST CLASS
SB11201220492581,M,No,Yes,ACADEMIC,ELECTRONIC ENGINEERING,98,61,52,73,55,78,FIRST CLASS
SB11201220492696,F,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,23,29,1,31,30,10,FIRST CLASS
SB11201220492735,M,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,65,50,30,36,22,39,FIRST CLASS
SB11201220492807,M,No,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,55,19,43,43,14,30,FIRST CLASS
SB11201220493381,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,8,1,4,12,0,1,FIRST CLASS
SB11201220493539,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,60,19,36,80,62,54,FIRST CLASS
SB11201220493591,M,Yes,Yes,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,17,52,54,77,42,49,FIRST CLASS
SB11201220494657,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,86,62,65,96,25,80,FIRST CLASS
SB11201220494802,M,Yes,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,96,87,31,90,30,80,FIRST CLASS
SB11201220495385,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,60,61,79,92,10,70,FIRST CLASS
SB11201220495783,F,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,73,74,71,73,50,75,FIRST CLASS
SB11201220496010,M,Yes,No,ACADEMIC,AUTOMATION ENGINEERING,72,56,63,42,35,57,FIRST CLASS
SB11201220496076,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,52,66,64,20,34,50,FIRST CLASS
SB11201220496627,M,Yes,Yes,TECHNICAL,ELECTRONIC ENGINEERING,77,37,1,90,29,42,FIRST CLASS
SB11201220497414,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,100,94,2,84,55,78,FIRST CLASS
SB11201220497541,F,Yes,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,74,62,29,54,60,58,FIRST CLASS
SB11201220497639,M,No,No,TECHNICAL,ELECTRONIC ENGINEERING,99,99,97,86,12,94,FIRST CLASS
SB11201220498076,F,No,No,ACADEMIC,CHEMICAL ENGINEERING,46,70,57,88,12,62,FIRST CLASS
SB11201220498085,F,No,No,ACADEMIC,CIVIL ENGINEERING,77,72,10,31,25,41,FIRST CLASS
SB11201220498102,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,85,75,65,82,55,80,THIRD CLASS
SB11201220498138,M,Yes,No,ACADEMIC,INDUSTRIAL ENGINEERING,55,22,63,36,58,46,FIRST CLASS
SB11201220498543,M,No,No,ACADEMIC,CHEMICAL ENGINEERING,100,62,82,64,13,79,FIRST CLASS
SB11201220498547,F,No,Yes,TECHNICAL,CIVIL ENGINEERING,36,34,61,20,40,37,FIRST CLASS
SB11201220498861,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,95,95,83,74,58,90,FIRST CLASS
SB11201220498951,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,64,37,69,63,39,58,FIRST CLASS
SB11201220499129,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,91,77,93,87,19,86,FIRST CLASS
SB11201220499183,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,81,54,61,19,13,47,DISTINCTION
SB11201220499411,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,85,5,5,4,10,9,DISTINCTION
SB11201220499412,M,No,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,33,24,7,5,0,1,FIRST CLASS
SB11201220500554,M,Yes,Yes,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,84,55,60,55,0,20,FIRST CLASS
SB11201220500692,M,No,No,TECHNICAL,ELECTRONIC ENGINEERING,80,73,92,65,25,78,FIRST CLASS
SB11201220500739,M,No,No,TECHNICAL/ACADEMIC,TOPOGRAPHIC ENGINEERY,97,67,60,65,51,78,FIRST CLASS
SB11201220501173,M,No,No,TECHNICAL/ACADEMIC,ELECTRIC ENGINEERING,97,37,64,29,14,56,FIRST CLASS
SB11201220501331,F,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,72,24,66,61,28,54,FIRST CLASS
SB11201220501465,F,Yes,Yes,TECHNICAL/ACADEMIC,CHEMICAL ENGINEERING,96,53,88,72,79,87,DISTINCTION
SB11201220501863,M,No,No,ACADEMIC,CIVIL ENGINEERING,55,16,10,50,5,16,FIRST CLASS
SB11201220502127,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,52,45,33,64,0,9,FIRST CLASS
SB11201220502159,F,No,No,ACADEMIC,INDUSTRIAL ENGINEERING,23,24,17,45,61,26,FIRST CLASS
SB11201220502385,M,No,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,59,35,17,14,11,19,FIRST CLASS
SB11201220502661,M,No,No,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,39,2,3,41,70,14,FIRST CLASS
SB11201220502665,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,70,55,58,50,61,63,DISTINCTION
SB11201220503010,F,No,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,65,60,47,55,52,58,FIRST CLASS
SB11201220503210,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,84,37,50,38,87,66,FIRST CLASS
SB11201220503506,M,Yes,Yes,ACADEMIC,AERONAUTICAL ENGINEERING,61,51,42,20,15,37,FIRST CLASS
SB11201220503756,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,98,89,93,95,90,98,THIRD CLASS
SB11201220503806,M,Yes,No,TECHNICAL,CIVIL ENGINEERING,3,15,12,12,0,1,FIRST CLASS
SB11201220504063,M,No,Yes,TECHNICAL,INDUSTRIAL ENGINEERING,96,93,94,85,34,92,FIRST CLASS
SB11201220504151,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,100,83,98,93,45,96,FIRST CLASS
SB11201220504260,M,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,42,27,34,45,31,32,FIRST CLASS
SB11201220504564,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,99,87,78,95,20,91,FIRST CLASS
SB11201220504683,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,17,7,17,68,59,23,FIRST CLASS
SB11201220504756,M,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,100,67,65,49,77,85,FIRST CLASS
SB11201220504889,M,Yes,Yes,TECHNICAL,ELECTRONIC ENGINEERING,90,67,75,72,53,79,FIRST CLASS
SB11201220505014,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,56,81,57,83,47,73,FIRST CLASS
SB11201220505278,M,No,No,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,45,13,26,40,32,24,FIRST CLASS
SB11201220505478,M,No,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,99,33,66,82,85,85,FIRST CLASS
SB11201220505891,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,80,79,89,91,57,88,FIRST CLASS
SB11201220505929,F,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,40,38,80,64,84,68,FIRST CLASS
SB11201220506402,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,96,85,85,96,77,95,THIRD CLASS
SB11201220506671,F,No,No,TECHNICAL/ACADEMIC,TRANSPORTATION AND ROAD ENGINEERING,53,89,75,40,33,66,DISTINCTION
SB11201220507081,M,Yes,Yes,ACADEMIC,MECHANICAL ENGINEERING,74,28,13,85,69,58,FIRST CLASS
SB11201220507125,M,No,Yes,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,29,63,44,33,14,33,FIRST CLASS
SB11201220507328,F,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,64,33,39,13,32,33,DISTINCTION
SB11201220507602,F,Yes,Yes,TECHNICAL/ACADEMIC,CHEMICAL ENGINEERING,83,65,61,78,98,87,FIRST CLASS
SB11201220507710,M,Yes,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,52,35,17,28,11,21,FIRST CLASS
SB11201220507980,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,86,72,19,76,86,75,SECOND CLASS
SB11201220507981,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,84,70,59,26,51,63,FIRST CLASS
SB11201220508242,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,91,58,70,80,93,87,FIRST CLASS
SB11201220508247,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,80,78,26,49,21,54,FIRST CLASS
SB11201220508265,M,Yes,Yes,TECHNICAL/ACADEMIC,ELECTRONIC ENGINEERING,93,4,84,69,88,74,FIRST CLASS
SB11201220508528,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,80,12,33,31,19,31,DISTINCTION
SB11201220508684,M,Yes,Yes,TECHNICAL/ACADEMIC,CIVIL ENGINEERING,42,16,35,57,57,37,FIRST CLASS
SB11201220508755,M,No,Yes,ACADEMIC,CIVIL ENGINEERING,85,57,66,42,4,50,DISTINCTION
SB11201220509028,M,Yes,Yes,TECHNICAL/ACADEMIC,MECHANICAL ENGINEERING,97,96,97,91,17,94,FIRST CLASS
SB11201220509153,F,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,27,53,25,23,46,29,FIRST CLASS
SB11201220509238,M,No,No,ACADEMIC,MECHANICAL ENGINEERING,80,23,58,2,35,34,DISTINCTION
SB11201220509416,M,Yes,Yes,TECHNICAL/ACADEMIC,INDUSTRIAL ENGINEERING,84,34,58,57,36,58,FIRST CLASS
SB11201220509460,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,65,57,35,77,79,68,FIRST CLASS
SB11201220509531,M,Yes,Yes,TECHNICAL,CIVIL ENGINEERING,81,12,58,79,34,57,FIRST CLASS
SB11201220509698,M,Yes,Yes,ACADEMIC,CIVIL ENGINEERING,94,32,33,2,46,38,FIRST CLASS
SB11201220509751,M,Yes,Yes,ACADEMIC,INDUSTRIAL ENGINEERING,87,90,63,91,35,85,FIRST CLASS
SB11201220509781,M,Yes,Yes,ACADEMIC,ELECTRONIC ENGINEERING,92,100,95,100,32,97,FIRST CLASS
